id	definition	parents
MESH:D050177	A status with BODY WEIGHT that is above certain standards. In the scale of BODY MASS INDEX, overweight is defined as having a BMI of 25.0-29.9 kg/m2. Overweight may or may not be due to increases in body fat (ADIPOSE TISSUE), hence overweight does not equal over fat.	
MESH:D050197	A thickening and loss of elasticity of the walls of ARTERIES that occurs with formation of ATHEROSCLEROTIC PLAQUES within the ARTERIAL INTIMA.	
MESH:D050336	Growth failure from birth that is due to mutations in a gene (TRIM37) on chromosome 17q22-q23 which encodes a RING-B-box-coiled-coil protein.	
MESH:D050379	Thickening of the walls of small ARTERIES or ARTERIOLES due to cell proliferation or HYALINE deposition.	
MESH:D050380	Thickening and loss of elasticity of the walls of muscular ARTERIES due to calcification of the TUNICA MEDIA, the concentric layers of helically arranged SMOOTH MUSCLE CELLS.	
MESH:D050398	A locally aggressive, osteolytic neoplasm of the long bones, probably of epithelial origin and most often involving the TIBIA.	
MESH:D050488	Displacement of the great toe (HALLUX) towards the midline or away from the other TOES. It can be congenital or acquired.	
MESH:D050489	Abnormal swelling of the outer aspect of the fifth metatarsal head affecting the fifth METATARSOPHALANGEAL JOINT.	
MESH:D050497	The event that a FETUS is born dead or stillborn.	
MESH:D050500	INFLAMMATION of the PANCREAS that is characterized by recurring or persistent ABDOMINAL PAIN with or without STEATORRHEA or DIABETES MELLITUS. It is characterized by the irregular destruction of the pancreatic parenchyma which may be focal, segmental, or diffuse.	
MESH:D050723	Breaks in bones.	
MESH:D050724	Breaks in CARTILAGE.	
MESH:D050738	Infections by MESOMYCETOZOEA, general or unspecified.	
MESH:D050798	A primary headache disorder that is characterized by frequent short-lasting, unilateral, neuralgiform pain attacks in the ocular area, with CONJUNCTIVA fluid-filling and tearing. SUNCT syndrome is usually resistant to treatment.	
MESH:D050805	A congenital or acquired condition in which the SPLEEN is not in its normal anatomical position but moves about in the ABDOMEN. This is due to laxity or absence of suspensory ligaments which normally provide peritoneal attachments to keep the SPLEEN in a fixed position. Clinical symptoms include ABDOMINAL PAIN, splenic torsion and ISCHEMIA.	
MESH:D050815	Crumbling or smashing of cancellous BONE by forces acting parallel to the long axis of bone. It is applied particularly to vertebral body fractures (SPINAL FRACTURES). (Blauvelt and Nelson, A Manual of Orthopedic Terminology, 1994, p4)	
MESH:D051261	A condition characterized by persistent or recurrent labial enlargement, ORAL ULCER, and other orofacial manifestations in the absence of identifiable CROHN DISEASE; or SARCOIDOSIS. Among experts there is disagreement on whether orofacial granulomatosis is a distinct clinical disorder or an initial presentation of Crohn disease.	
MESH:D051270	Conditions in which the primary symptom is HEADACHE and the headache cannot be attributed to any known causes.	
MESH:D051271	Conditions with HEADACHE symptom that can be attributed to a variety of causes including BRAIN VASCULAR DISORDERS; WOUNDS AND INJURIES; INFECTION; drug use or its withdrawal.	
MESH:D051298	Secondary headache attributed to TRAUMA of the HEAD and/or the NECK.	
MESH:D051299	A secondary headache disorder attributed to low CEREBROSPINAL FLUID pressure caused by SPINAL PUNCTURE, usually after dural or lumbar puncture.	
MESH:D051302	A primary headache disorder that is similar to the CLUSTER HEADACHE with unilateral head pain, but differs by its multiple short severe attacks. It is usually seen in females, and may be responsive to non-steroidal-anti-inflammatory drugs (NSAIDS).	
MESH:D051303	Primary headache disorders that show symptoms caused by the activation of the AUTONOMIC NERVOUS SYSTEM of the TRIGEMINAL NERVE. These autonomic features include redness and tearing of the EYE, nasal congestion or discharge, facial SWEATING and other symptoms. Most subgroups show unilateral cranial PAIN.	
MESH:D051346	Difficulty in walking from place to place.	
MESH:D051359	A group of related disorders characterized by LYMPHOCYTOSIS; HISTIOCYTOSIS; and hemophagocytosis. The two major forms are familial and reactive.	
MESH:D051436	Conditions in which the KIDNEYS perform below the normal level for more than three months. Chronic kidney insufficiency is classified by five stages according to the decline in GLOMERULAR FILTRATION RATE and the degree of kidney damage (as measured by the level of PROTEINURIA). The most severe form is the end-stage renal disease (CHRONIC KIDNEY FAILURE). (Kidney Foundation: Kidney Disease Outcome Quality Initiative, 2002)	
MESH:D051437	Conditions in which the KIDNEYS perform below the normal level in the ability to remove wastes, concentrate URINE, and maintain ELECTROLYTE BALANCE; BLOOD PRESSURE; and CALCIUM metabolism. Renal insufficiency can be classified by the degree of kidney damage (as measured by the level of PROTEINURIA) and reduction in GLOMERULAR FILTRATION RATE.	
MESH:D051474	Pain in nerves, frequently involving facial SKIN, resulting from the activation the latent varicella-zoster virus (HERPESVIRUS 3, HUMAN). The two forms of the condition preceding the pain are HERPES ZOSTER OTICUS; and HERPES ZOSTER OPHTHALMICUS. Following the healing of the rashes and blisters, the pain sometimes persists.	
MESH:D051516	Blood in the SEMEN, usually due to INFLAMMATION of the PROSTATE, the SEMINAL VESICLES, or both.	
MESH:D051527	A well-differentiated, benign, hamartomatous proliferation of odontogenic epithelium, probably arising from the rests of Malassez.	
MESH:D051556	Accumulation of BILIRUBIN, a breakdown product of HEME PROTEINS, in the BLOOD during the first weeks of life. This may lead to NEONATAL JAUNDICE. The excess bilirubin may exist in the unconjugated (indirect) or the conjugated (direct) form. The condition may be self-limiting (PHYSIOLOGICAL NEONATAL JAUNDICE) or pathological with toxic levels of bilirubin.	
MESH:D051642	A neoplasm containing HISTIOCYTES. Important forms include BENIGN FIBROUS HISTIOCYTOMA; and MALIGNANT FIBROUS HISTIOCYTOMA.	
MESH:D051677	The most commonly diagnosed soft tissue sarcoma. It is a neoplasm with a fibrohistiocytic appearance found chiefly in later adult life, with peak incidence in the 7th decade.	
MESH:D051799	General dysfunction of an organ occurring immediately following its transplantation. The term most frequently refers to renal dysfunction following KIDNEY TRANSPLANTATION.	
MESH:D052016	An INFLAMMATION of the MUCOSA with burning or tingling sensation. It is characterized by atrophy of the squamous EPITHELIUM, vascular damage, inflammatory infiltration, and ulceration. It usually occurs at the mucous lining of the MOUTH, the GASTROINTESTINAL TRACT or the airway due to chemical irritations, CHEMOTHERAPY, or radiation therapy (RADIOTHERAPY).	
MESH:D052018	An eating disorder that is characterized by a cycle of binge eating (BULIMIA or bingeing) followed by inappropriate acts (purging) to avert weight gain. Purging methods often include self-induced VOMITING, use of LAXATIVES or DIURETICS, excessive exercise, and FASTING.	
MESH:D052065	Recurrent or persistent involuntary SPASM of the outer muscles of the VAGINA, occurring during vaginal penetration.	
MESH:D052120	An X-linked dominant multisystem disorder resulting in cardiomyopathy, myopathy and INTELLECTUAL DISABILITY. It is caused by mutation in the gene encoding LYSOSOMAL-ASSOCIATED MEMBRANE PROTEIN 2.	
MESH:D052159	A syndrome characterized by CHRONIC KIDNEY FAILURE and GONADAL DYSGENESIS in phenotypic females with karyotype of 46,XY or female individual with a normal 46,XX karyotype. It is caused by donor splice-site mutations of Wilms tumor suppressor gene (GENES, WILMS TUMOR) on chromosome 11.	
MESH:D052177	A heterogeneous group of hereditary and acquired disorders in which the KIDNEY contains one or more CYSTS unilaterally or bilaterally (KIDNEY, CYSTIC).	
MESH:D052178	A condition in which the HEAD of the FETUS is larger than the mother's PELVIS through which the fetal head must pass during a vaginal delivery.	
MESH:D052202	A fluid-filled VAGINA that is obstructed.	
MESH:D052245	Autosomal recessive hereditary disorders characterized by congenital SENSORINEURAL HEARING LOSS and RETINITIS PIGMENTOSA. Genetically and symptomatically heterogeneous, clinical classes include type I, type II, and type III. Their severity, age of onset of retinitis pigmentosa and the degree of vestibular dysfunction are variable.	
MESH:D052256	Clinical syndrome describing overuse tendon injuries characterized by a combination of PAIN, diffuse or localized swelling, and impaired performance.	
MESH:D052439	Pathological conditions resulting from abnormal anabolism or catabolism of lipids in the body.	
MESH:D052456	Conditions with abnormally low levels of ALPHA-LIPOPROTEINS (high-density lipoproteins) in the blood. Hypoalphalipoproteinemia can be associated with mutations in genes encoding APOLIPOPROTEIN A-I; LECITHIN CHOLESTEROL ACYLTRANSFERASE; and ATP-BINDING CASSETTE TRANSPORTERS.	
MESH:D052476	An autosomal dominant disorder of lipid metabolism. It is caused by mutations of APOLIPOPROTEINS B, main components of CHYLOMICRONS and BETA-LIPOPROTEINS (low density lipoproteins or LDL). Features include abnormally low LDL, normal triglyceride level, and dietary fat malabsorption.	
MESH:D052496	Inherited conditions characterized by the partial loss of ADIPOSE TISSUE, either confined to the extremities with normal or increased fat deposits on the face, neck and trunk (type 1), or confined to the loss of SUBCUTANEOUS FAT from the limbs and trunk (type 2). Type 3 is associated with mutation in the gene encoding PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA.	
MESH:D052497	Congenital disorders, usually autosomal recessive, characterized by severe generalized lack of ADIPOSE TISSUE, extreme INSULIN RESISTANCE, and HYPERTRIGLYCERIDEMIA.	
MESH:D052516	A group of inherited metabolic disorders characterized by the intralysosomal accumulation of sulfur-containing lipids (SULFATIDES), including SULFOGLYCOSPHINGOLIPIDS normally found in the MYELIN SHEATH of the brain. These disorders are caused by defective degradative enzymes leading to substrate accumulation (or storage).	
MESH:D052517	An inherited metabolic disorder characterized by the intralysosomal accumulation of sulfur-containing lipids (sulfatides) and MUCOPOLYSACCHARIDES. Excess levels of both substrates are present in urine. This is a disorder of multiple sulfatase (arylsulfatases A, B, and C) deficiency which is caused by the mutation of sulfatase-modifying factor-1. Neurological deterioration is rapid.	
MESH:D052536	The classic infantile form of Niemann-Pick Disease, caused by mutation in SPHINGOMYELIN PHOSPHODIESTERASE. It is characterized by accumulation of SPHINGOMYELINS in the cells of the MONONUCLEAR PHAGOCYTE SYSTEM and other cell throughout the body leading to cell death. Clinical signs include JAUNDICE, hepatosplenomegaly, and severe brain damage.	
MESH:D052537	An allelic disorder of TYPE A NIEMANN-PICK DISEASE, a late-onset form. It is also caused by mutation in SPHINGOMYELIN PHOSPHODIESTERASE but clinical signs involve only visceral organs (non-neuropathic type).	
MESH:D052556	An autosomal recessive lipid storage disorder that is characterized by accumulation of CHOLESTEROL and SPHINGOMYELINS in cells of the VISCERA and the CENTRAL NERVOUS SYSTEM. Type C (or C1) and type D are allelic disorders caused by mutation of the NPC1 gene, which encodes a protein that mediates intracellular cholesterol transport from LYSOSOMES. Clinical signs include hepatosplenomegaly and chronic neurological symptoms. Type D is a variant in people with a Nova Scotia ancestry.	
MESH:D052582	A painful disability in the hand affecting the finger or thumb. It is caused by mechanical impingement of the digital flexor tendons as they pass through a narrowed retinacular pulley at the level of the metacarpal head. Thickening of the sheath and fibrocartilaginous metaplasia can occur, and nodules can form. (From Green's Operative Hand Surgery, 5th ed, p2137-58).	
